Date,Open,High,Low,Close,Adj Close,Volume
2020-07-11,237.960480,238.854324,235.549957,236.662216,236.662216,839280887
2020-07-12,236.699432,238.807556,234.271515,236.769058,236.769058,896740451
2020-07-13,236.769058,237.222061,228.563873,232.428650,232.428650,1208729132
2020-07-14,232.294052,232.379990,227.808838,230.007889,230.007889,1138634120
2020-07-15,229.976791,230.641739,226.326324,227.271515,227.271515,997085718
2020-07-16,227.292206,228.005630,220.227829,224.015839,224.015839,1147931868
2020-07-17,224.032913,224.878754,222.248764,222.807755,222.807755,941024161
2020-07-18,222.787491,226.654678,222.372299,224.252899,224.252899,869975905
2020-07-19,224.196640,227.728088,221.472702,227.096436,227.096436,955372849
2020-07-20,227.118362,227.616653,221.556412,222.754318,222.754318,952296138
2020-07-21,222.707840,231.231323,222.201172,229.562057,229.562057,1159452662
2020-07-22,229.574463,238.695038,227.906174,238.695038,238.695038,1234729239
2020-07-23,238.788208,241.711273,236.315659,237.554047,237.554047,1350739708
2020-07-24,237.760956,238.700073,233.482071,235.516464,235.516464,1193524031
2020-07-25,235.441925,251.901672,235.178131,249.510101,249.510101,1648365419
2020-07-26,249.827667,255.468338,244.808594,246.824432,246.824432,1674308833
2020-07-27,246.819565,273.401459,246.812912,267.427612,267.427612,2488636345
2020-07-28,268.387604,295.446930,265.742920,288.552094,288.552094,2732696107
2020-07-29,288.803040,293.694977,286.047455,288.374146,288.374146,1920329028
2020-07-30,288.469543,298.869507,282.510986,292.194183,292.194183,1910379360
2020-07-31,291.985535,304.597870,287.651031,300.504517,300.504517,1905797789
2020-08-01,300.504517,319.180328,298.139771,317.996460,317.996460,2447916240
2020-08-02,318.419067,334.783600,278.130524,283.781982,283.781982,3364496979
2020-08-03,283.911407,303.122437,282.257294,296.535248,296.535248,2060352679
2020-08-04,296.531219,301.598236,284.045044,288.385864,288.385864,1888924124
2020-08-05,288.384064,298.368073,285.802673,294.486633,294.486633,1871748593
2020-08-06,294.406311,318.467560,289.170929,308.760315,308.760315,2448845324
2020-08-07,308.629120,324.773895,291.004791,303.458588,303.458588,3075582968
2020-08-08,303.440491,309.724091,300.080444,304.478882,304.478882,1778961459
2020-08-09,305.258942,309.341095,295.309509,300.400848,300.400848,1629018370
2020-08-10,300.380096,309.093597,298.511902,302.585541,302.585541,1900620718
2020-08-11,302.635651,305.494720,274.539032,282.946259,282.946259,2096741327
2020-08-12,283.059753,292.511932,274.434601,287.606781,287.606781,1888602267
2020-08-13,287.654297,300.090179,276.356293,299.516388,299.516388,1979906897
2020-08-14,299.469238,301.286224,291.106018,293.398041,293.398041,1873594486
2020-08-15,293.260529,306.795044,293.260529,303.004211,303.004211,1976925925
2020-08-16,303.013733,312.124481,297.851776,307.865295,307.865295,2025998808
2020-08-17,307.865295,323.122162,303.188538,317.298767,317.298767,2314759458
2020-08-18,317.349426,323.098450,304.174988,304.174988,304.174988,1935254637
2020-08-19,304.287415,308.554504,283.906433,292.698578,292.698578,1892818478
2020-08-20,292.697113,295.810760,290.223663,294.791626,294.791626,1275491257
2020-08-21,294.732330,304.518982,283.998688,284.298248,284.298248,1676078293
2020-08-22,284.249695,287.458710,278.771484,287.362427,287.362427,1270186095
2020-08-23,286.910675,287.385376,280.303619,284.957062,284.957062,1031635458
2020-08-24,285.069336,293.772766,283.376740,291.325958,291.325958,1211774706
2020-08-25,291.366364,291.627045,271.808136,276.799194,276.799194,1464994914
2020-08-26,276.621613,278.717377,271.974762,275.571014,275.571014,1147215569
2020-08-27,275.422852,277.053284,260.733734,264.584320,264.584320,1372140072
2020-08-28,264.675629,271.669403,262.424438,268.914703,268.914703,1147885582
2020-08-29,269.112976,272.613037,267.193848,268.954285,268.954285,1116848741
2020-08-30,268.842865,279.069550,268.568451,279.069550,279.069550,1161105104
2020-08-31,279.280426,280.959473,273.817444,274.543182,274.543182,1163683245
2020-09-01,274.480865,295.448425,270.779419,292.719788,292.719788,1755312158
2020-09-02,292.428619,294.542572,258.740814,264.118622,264.118622,2049397876
2020-09-03,264.091492,265.941315,214.003326,216.062408,216.062408,1891347861
2020-09-04,215.617004,239.189819,215.017456,231.874603,231.874603,2130928347
2020-09-05,231.643173,234.968842,216.575668,225.300812,225.300812,3128814772
2020-09-06,225.300812,232.962662,220.775482,228.453278,228.453278,2533324540
2020-09-07,228.351196,230.071213,216.878799,228.608948,228.608948,2767464423
2020-09-08,228.670380,230.377762,217.583511,222.536987,222.536987,2444380275
2020-09-09,222.558243,228.601334,219.344330,224.676956,224.676956,1619487057
2020-09-10,224.686340,230.256195,224.616302,227.713486,227.713486,2007978798
2020-09-11,227.713486,228.332764,221.316803,225.537720,225.537720,1769308088
2020-09-12,225.560928,230.293839,223.100143,230.293839,230.293839,1588108882
2020-09-13,230.293839,234.189148,219.781158,221.826004,221.826004,2008902148
2020-09-14,221.833267,230.894638,220.121078,226.264236,226.264236,2125300854
2020-09-15,226.400970,241.228531,225.687881,235.629379,235.629379,3148522136
2020-09-16,235.742462,235.997162,227.798233,231.771515,231.771515,2513150071
2020-09-17,231.585968,239.276627,230.600357,233.167465,233.167465,2356975266
2020-09-18,233.167465,238.985535,231.533524,234.208633,234.208633,1967062407
2020-09-19,234.092819,237.233246,232.287888,233.628265,233.628265,1761438254
2020-09-20,233.643661,233.755814,223.327774,226.415710,226.415710,1665443818
2020-09-21,226.649826,228.898254,211.028732,213.515656,213.515656,1708443759
2020-09-22,213.498474,220.088669,211.985275,220.034225,220.034225,987166460
2020-09-23,220.169220,220.223267,205.660004,208.165131,208.165131,955711724
2020-09-24,208.178619,217.883087,207.206268,216.693863,216.693863,974113730
2020-09-25,216.701096,218.182892,211.649918,216.659714,216.659714,923925188
2020-09-26,216.818146,223.689041,214.175125,221.877838,221.877838,936709143
2020-09-27,221.871399,230.148087,217.619110,229.073975,229.073975,1130247800
2020-09-28,229.073975,233.880249,226.204758,226.351013,226.351013,1422003212
2020-09-29,226.166641,229.826614,225.349731,229.235947,229.235947,1071794544
2020-09-30,229.209732,230.772614,225.985565,228.100922,228.100922,1055011384
2020-10-01,228.210052,233.111969,222.816116,228.157867,228.157867,1316717680
2020-10-02,228.077759,228.340820,214.629974,220.188232,220.188232,1430714877
2020-10-03,220.219833,221.683380,219.269882,219.742188,219.742188,785032604
2020-10-04,219.728531,223.258179,218.117264,221.806549,221.806549,891670097
2020-10-05,221.771667,223.076538,219.879150,222.385849,222.385849,852614530
2020-10-06,222.332626,229.109680,218.018600,220.443756,220.443756,1414548623
2020-10-07,220.443756,223.785553,217.920425,223.555847,223.555847,975538933
2020-10-08,223.496002,235.800735,222.142593,233.944672,233.944672,1517227962
2020-10-09,null,null,null,null,null,null
2020-10-10,237.299866,245.214767,236.496933,237.323517,237.323517,1900960677
2020-10-11,237.507309,243.073120,236.824417,239.669846,239.669846,1819533632
2020-10-12,null,null,null,null,null,null
2020-10-13,null,null,null,null,null,null
2020-10-14,253.631470,259.504913,251.133789,259.133484,259.133484,2389412354
2020-10-15,259.179047,265.232788,255.795044,261.384735,261.384735,2590009260
2020-10-16,262.165070,265.969635,247.455521,250.325409,250.325409,3025371472
2020-10-17,250.794022,252.437149,243.512909,246.319931,246.319931,2077377477
2020-10-18,246.102432,250.686203,245.343872,249.812164,249.812164,1693057793
2020-10-19,249.835083,252.422302,246.826416,250.709793,250.709793,1823030809
2020-10-20,250.732895,250.732895,240.888077,242.845551,242.845551,2230433445
2020-10-21,242.814026,262.810425,242.480530,258.514587,258.514587,3164562404
2020-10-22,258.229065,272.095764,258.117950,266.472626,266.472626,3250753926
2020-10-23,266.626678,274.689545,263.559662,270.314667,270.314667,2740574138
2020-10-24,270.314789,276.451172,267.768311,275.122009,275.122009,2049345141
2020-10-25,275.122009,275.255646,268.162994,271.079437,271.079437,2158858954
2020-10-26,271.079468,272.636597,254.488998,259.782593,259.782593,2851175628
2020-10-27,259.782532,267.633484,257.486603,264.539429,264.539429,2718701859
2020-10-28,264.539581,279.133881,259.750549,268.489716,268.489716,3670734190
2020-10-29,268.490204,271.242920,258.674622,267.056061,267.056061,2670911240
2020-10-30,267.056793,269.542145,256.430389,261.828125,261.828125,3032354182
2020-10-31,261.828125,265.492676,259.806030,261.758240,261.758240,2021384093
2020-11-01,261.758240,269.495972,260.105957,267.555817,267.555817,1785981045
2020-11-02,267.554413,270.826324,255.188477,257.199707,257.199707,2473366490
2020-11-03,257.199005,258.704041,236.866760,244.146835,244.146835,2902353056
2020-11-04,244.146500,244.535904,232.355469,241.130096,241.130096,2602972773
2020-11-05,241.142044,251.629700,241.142044,249.547318,249.547318,2296534780
2020-11-06,249.546494,259.037781,248.193253,257.720184,257.720184,2307792598
2020-11-07,257.720367,276.048553,246.757843,253.590408,253.590408,3306975309
2020-11-08,253.590408,276.944916,251.566406,270.697784,270.697784,1964488513
2020-11-09,270.697876,273.359192,258.458679,263.981323,263.981323,1926205001
2020-11-10,263.986755,265.952820,255.220413,257.351807,257.351807,1590780216
2020-11-11,257.351501,262.299469,256.628174,257.121490,257.121490,1483145652
2020-11-12,257.119507,264.354340,252.630585,259.821533,259.821533,1691361924
2020-11-13,259.820892,262.104309,249.883408,259.171783,259.171783,2159730843
2020-11-14,259.171783,261.595551,254.180328,255.769043,255.769043,2131937376
2020-11-15,255.769043,259.910858,239.394867,241.368027,241.368027,2400160029
2020-11-16,241.368027,252.938309,234.323471,250.139297,250.139297,2443954097
2020-11-17,252.353943,257.569763,249.549622,255.288528,255.288528,1738784593
2020-11-18,255.287079,257.716034,242.983246,247.126053,247.126053,2327656295
2020-11-19,247.124817,250.456894,241.689377,246.270081,246.270081,1254227175
2020-11-20,246.268433,259.012207,245.713440,258.854889,258.854889,1873696045
2020-11-21,258.854889,304.786163,256.657806,301.924805,301.924805,5765585961
2020-11-22,301.924805,309.362091,274.708954,286.993408,286.993408,4952111958
2020-11-23,286.993500,323.268188,282.404602,323.025818,323.025818,5309099342
2020-11-24,323.013367,367.951477,321.174713,345.605133,345.605133,7685446495
2020-11-25,345.612457,359.436340,303.408356,312.777557,312.777557,5131050362
2020-11-26,312.639465,319.140411,253.283020,270.510742,270.510742,4922338888
2020-11-27,270.585052,278.247864,258.034943,264.955322,264.955322,2947138216
2020-11-28,264.989258,282.559784,261.722961,275.571289,275.571289,2623903532
2020-11-29,275.578888,287.105255,272.072693,283.931488,283.931488,2155292211
2020-11-30,283.921997,320.971893,280.344360,316.420197,316.420197,3892204636
2020-12-01,316.477203,319.770660,280.103973,288.135834,288.135834,4197968842
2020-12-02,288.166443,297.045959,282.099854,294.251068,294.251068,2654055892
2020-12-03,294.274323,296.530060,286.101013,292.295349,292.295349,1932456432
2020-12-04,292.294128,305.747528,278.552460,280.708069,280.708069,2806192319
2020-12-05,280.668121,289.308594,275.802460,289.308594,289.308594,1781606883
2020-12-06,289.317963,292.521210,279.881805,286.356110,286.356110,1662530478
2020-12-07,286.339539,290.148468,281.468079,283.894714,283.894714,1571228768
2020-12-08,283.910126,284.886078,264.465210,267.548462,267.548462,1804265825
2020-12-09,267.539429,270.979797,255.869843,268.709961,268.709961,2258287289
2020-12-10,268.697174,269.134216,261.669250,265.980682,265.980682,1528530540
2020-12-11,265.998627,265.998627,256.436035,259.331024,259.331024,1988724958
2020-12-12,259.307495,269.463867,258.628632,267.714569,267.714569,1470417816
2020-12-13,267.728668,281.924347,266.072174,275.348511,275.348511,1616017414
2020-12-14,275.378021,279.293396,266.532684,276.553101,276.553101,1523697597
2020-12-15,276.566101,298.461212,271.697632,288.394379,288.394379,2965318993
2020-12-16,288.432556,311.543182,282.748322,311.419037,311.419037,3505656634
2020-12-17,311.446442,329.884155,303.945587,310.301575,310.301575,5145542717
2020-12-18,310.344269,322.072968,305.335602,312.779449,312.779449,3694943234
2020-12-19,312.778564,324.759033,309.777191,318.247925,318.247925,3474653628
2020-12-20,318.233826,366.973663,311.728516,348.160553,348.160553,6066519346
2020-12-21,348.319824,378.174072,311.171478,314.488922,314.488922,7569828152
2020-12-22,314.394928,323.886505,301.192108,323.886505,323.886505,5764317548
2020-12-23,323.771881,325.452850,267.860596,274.148407,274.148407,6488304103
2020-12-24,274.238739,298.060669,272.326233,296.282959,296.282959,5354778111
2020-12-25,296.292450,323.944183,293.637207,318.342316,318.342316,5540322692
2020-12-26,318.384003,329.187683,310.955811,322.829895,322.829895,5382110131
2020-12-27,322.857727,362.267944,313.549683,338.179962,338.179962,7057534742
2020-12-28,338.306976,374.885681,337.172211,362.092041,362.092041,6323801331
2020-12-29,362.086700,365.524963,331.907227,353.090637,353.090637,5332139475
2020-12-30,353.110199,365.057617,342.961365,358.808014,358.808014,4985121425
2020-12-31,358.768494,361.003235,336.806213,343.052643,343.052643,3783477587
2021-01-01,342.979767,354.826416,334.560638,341.985657,341.985657,3490086847
2021-01-02,342.026672,365.390564,334.569183,354.599945,354.599945,4608719269
2021-01-03,354.650909,433.019073,354.650909,421.789856,421.789856,7273123207
2021-01-04,422.066254,462.204559,387.911804,407.936920,407.936920,8597472426
2021-01-05,407.964508,426.377014,393.809967,419.768127,419.768127,6465746424
2021-01-06,419.811340,456.970947,413.555328,454.484131,454.484131,6501368134
2021-01-07,454.471313,482.843964,432.840668,449.568726,449.568726,8115564128
2021-01-08,449.594910,453.630493,409.351257,441.058228,441.058228,8384177380
2021-01-09,440.986084,587.889526,420.353394,573.911377,573.911377,11980066195
2021-01-10,574.373352,629.801208,557.835938,603.596252,603.596252,18670984544
2021-01-11,603.727051,603.727051,407.030182,479.587341,479.587341,15256193289
2021-01-12,479.279297,510.604401,446.114014,450.279663,450.279663,8994820907
2021-01-13,450.387390,499.656891,438.045685,495.784760,495.784760,6997508555
2021-01-14,495.806183,537.531250,485.843994,526.329529,526.329529,7008145988
2021-01-15,526.475647,533.646545,457.602661,492.589844,492.589844,7258747674
